	z_a	z_e	a	e	a_logits	e_logits	e_in
1016	[0.46281319856643677, 0.7892245054244995, -0.2961288094520569, 0.5417715907096863, -0.6748740673065186, 0.6490368843078613, -3.498331069946289, -0.9050553441047668]	[-0.7565960884094238, 0.6001747250556946, 0.2954693138599396, 1.9130332469940186, 0.2823607921600342, 0.2703520655632019, -1.1745836734771729, 2.119927406311035, -2.7109808921813965, 1.0544042587280273, -1.9545371532440186, 0.18369823694229126, -0.3581467568874359, 0.019884109497070312, -0.5851943492889404, 0.01567697525024414]	5.0	6.0	[0.7331013083457947, 1.2992106676101685, 1.5441964864730835, 0.6580657362937927, 0.8492516279220581, 1.8649603128433228, 1.409942865371704, -0.4040997624397278]	[0.03774099051952362, -0.22874146699905396, 0.22372792661190033, 0.09832599759101868, -0.8913698196411133, 1.001857876777649, 4.502315521240234, 2.3318943977355957, 1.894271969795227, 1.612898588180542, 1.5848746299743652]	6
1017	[-0.7331291437149048, 1.38411283493042, -0.08014720678329468, -0.6646912693977356, 0.24546483159065247, 0.21435147523880005, -0.742705225944519, 1.3810558319091797]	[-1.6971746683120728, 3.493734836578369, 1.4841523170471191, 1.0453505516052246, 0.40468937158584595, 2.064161539077759, -0.2786461114883423, 0.6423971652984619, -3.706127405166626, -1.036707878112793, -2.151064395904541, 1.1676334142684937, -2.7501862049102783, -3.7095425128936768, -1.8612473011016846, 2.4184694290161133]	0.0	4.0	[1.8830270767211914, 0.7761325836181641, 0.8043309450149536, -1.3258341550827026, 0.2285170555114746, -0.7475093603134155, -1.1925863027572632, 0.3445976674556732]	[-0.5368558764457703, -0.6118311285972595, -0.4732345938682556, -0.3372560143470764, 1.4877995252609253, -0.623634397983551, -0.5778156518936157, -0.6784381866455078, -0.8338460326194763, -0.8210166692733765, -1.014479160308838]	0
1018	[0.26787370443344116, -0.19955065846443176, -0.6278197169303894, -0.6967532634735107, -0.04139596223831177, 0.059132106602191925, -0.5659918189048767, 0.09598428010940552]	[0.2571667432785034, -0.8414502143859863, 0.0674065351486206, -0.8011744618415833, -1.0705738067626953, -1.3478902578353882, 1.0078202486038208, -0.2783277630805969, -0.021876752376556396, -0.2547495365142822, -0.032527774572372437, -1.4243431091308594, 2.322875499725342, 0.3611493706703186, -2.225447177886963, 0.5474497079849243]	4.0	0.0	[0.23514628410339355, 0.4185393750667572, -0.08890248835086823, -0.4149573743343353, 0.8479002714157104, -0.5758806467056274, 0.1645897477865219, 0.02863193303346634]	[1.7905120849609375, -0.4657697081565857, -0.941848874092102, -0.29475629329681396, -0.7868965864181519, -0.837999701499939, -0.7054615020751953, -0.8559649586677551, -1.0657621622085571, -0.8791968822479248, -0.9010550379753113]	0
1019	[1.156956434249878, 0.5006029009819031, -0.7735660672187805, -0.15290094912052155, -0.9720036387443542, -0.08915293216705322, -0.9093643426895142, -0.6886410117149353]	[0.0174192413687706, -0.8897706866264343, 0.39987948536872864, 0.2782987952232361, -0.8618974089622498, 0.18398040533065796, -1.162264347076416, -1.0549278259277344, -1.1618399620056152, 0.23098093271255493, -0.5184798836708069, 1.3926289081573486, -0.3395872414112091, -0.5878940224647522, -1.775654911994934, 1.6629886627197266]	4.0	0.0	[-0.16687792539596558, 0.0691966637969017, 0.22508934140205383, -0.6467689871788025, 1.0230247974395752, 0.38423895835876465, 0.9774559736251831, -1.3156661987304688]	[1.2776837348937988, -0.5793412327766418, -0.9054463505744934, 0.2058255523443222, -0.7028103470802307, -0.8614930510520935, -0.779877781867981, -0.8962873816490173, -0.8391439318656921, -1.1888500452041626, -1.050752878189087]	0
1020	[-0.4146731197834015, -1.1206543445587158, -0.5709034204483032, 0.4022010266780853, 0.7647215723991394, -0.5306797027587891, 0.771201491355896, -0.8995063304901123]	[2.012056827545166, -2.3826403617858887, -1.6273975372314453, 0.8978409767150879, 3.875195026397705, -3.1369781494140625, -0.1571325659751892, 1.7007479667663574, 5.218546390533447, -1.232511043548584, 1.9086438417434692, 0.5146234631538391, 0.5001516342163086, 2.9688374996185303, 2.259535551071167, -1.5549087524414062]	7.0	1.0	[-1.1219263076782227, -0.8682063817977905, -1.4459242820739746, 0.2928920090198517, -0.6500728130340576, 0.020808454602956772, -0.4635622799396515, 0.48096412420272827]	[-0.11225409805774689, 1.682420253753662, -0.5367199778556824, -0.4641288220882416, 0.2256011813879013, 0.15872661769390106, -0.3028351962566376, 0.29666435718536377, 0.05007963627576828, 0.14071467518806458, 0.02783442847430706]	3
1021	[0.40636181831359863, -0.09799443185329437, -0.3474125564098358, -0.031399160623550415, -0.9561905264854431, 0.6843371987342834, 2.594524383544922, -0.2897578179836273]	[0.25738847255706787, 2.789668083190918, 0.8695182800292969, 1.3985694646835327, 0.07270650565624237, 0.39460813999176025, 0.6388938426971436, 0.748653769493103, -1.7721900939941406, -1.3715194463729858, -1.579723596572876, -0.80596524477005, -2.272430419921875, -0.11599516868591309, -0.3261279761791229, -0.2578567862510681]	6.0	4.0	[-0.2089240550994873, -2.0612096786499023, -0.8066806197166443, -2.2312095165252686, -0.8308839797973633, -1.3128879070281982, 0.2558651268482208, -1.925938606262207]	[-0.8002163767814636, -0.5245562791824341, -0.2762020528316498, -0.8619337677955627, 2.389864683151245, -0.14839394390583038, -0.2638046443462372, -0.35090675950050354, -0.2370186448097229, -0.42555081844329834, -0.33974796533584595]	0
1022	[-1.3075361251831055, 1.69346284866333, 0.4001544117927551, -0.1677519679069519, -0.395389199256897, 0.6165989637374878, 0.1357244849205017, 0.7829655408859253]	[0.7571143507957458, 4.800400257110596, 0.11131542921066284, -1.4913212060928345, -0.7613438963890076, 1.915693998336792, -2.671818733215332, 0.6206074953079224, -2.764500617980957, -0.8491806983947754, -0.8246612548828125, -0.5580832958221436, -2.4253039360046387, -3.5255489349365234, -3.5140116214752197, 0.5126997232437134]	0.0	5.0	[1.6220951080322266, -0.2434142529964447, 0.8617920875549316, -1.7453118562698364, -0.9456052184104919, -0.2594570517539978, -1.4050356149673462, -0.649925708770752]	[0.07076971977949142, 0.11699189245700836, -0.048565540462732315, -0.8191381096839905, 0.6052941083908081, 2.021273136138916, 1.9453635215759277, 0.942669689655304, 1.0061091184616089, 0.8416436910629272, 1.0316413640975952]	3
1023	[-0.8035118579864502, -1.8622545003890991, -0.3648263216018677, -0.39534348249435425, 2.8154208660125732, -1.004544734954834, 1.4540725946426392, -0.41036713123321533]	[4.094813346862793, -3.0441102981567383, -1.9096649885177612, -0.20734409987926483, 1.8846397399902344, -3.53749418258667, 1.2416919469833374, 0.20214742422103882, 5.007264614105225, -1.2520997524261475, 2.7023160457611084, 1.3474037647247314, 0.22060129046440125, 4.503557205200195, 3.315315008163452, -1.5295264720916748]	7.0	4.0	[-1.1179158687591553, -0.5847742557525635, -2.328324794769287, 1.0730814933776855, -0.7750056982040405, -0.22693492472171783, -1.8255704641342163, 2.3075339794158936]	[-0.5610939860343933, -0.4754546582698822, -0.6961960792541504, -0.5681443810462952, 2.200601100921631, -0.6906365752220154, -0.5634421706199646, -0.943514883518219, -0.6810656189918518, -0.7644086480140686, -0.8787233829498291]	3
1024	[-0.49856141209602356, 1.5236625671386719, -0.5649163126945496, -0.9492135643959045, -0.40941834449768066, 0.35931485891342163, -2.8112173080444336, 0.1809481680393219]	[0.5631083250045776, 3.309701442718506, -0.44904154539108276, -0.121407151222229, -0.6654613614082336, 1.0728386640548706, -0.818352222442627, 1.4940061569213867, -2.2312724590301514, -0.7043920755386353, -2.6754136085510254, -0.07037585973739624, -0.7988021373748779, -2.3812222480773926, -0.43329715728759766, 1.5380403995513916]	1.0	4.0	[1.1002326011657715, 1.8415114879608154, 1.438341498374939, -0.2552344799041748, 1.1577067375183105, 1.2326602935791016, -0.34054842591285706, 0.06804967671632767]	[0.021039608865976334, -0.10759416967630386, -0.24063295125961304, -0.9424991011619568, 1.5087227821350098, 0.09018940478563309, 0.45513972640037537, -0.22475354373455048, 0.003107987577095628, 0.03797322139143944, 0.05817655101418495]	4
1025	[-1.9146583080291748, 0.07003569602966309, 1.390148401260376, 0.5293142795562744, 1.0465022325515747, 1.0267728567123413, 0.5403995513916016, 2.1315062046051025]	[-1.6935960054397583, 2.3086698055267334, 1.678877353668213, 0.10231296718120575, 1.7895948886871338, -1.1076722145080566, -0.5598148107528687, 0.955398678779602, -0.992082953453064, 0.9246112108230591, 0.9342561364173889, -0.39424020051956177, -0.9191817045211792, -0.899822473526001, -1.8043737411499023, 1.2288174629211426]	0.0	2.0	[2.9858241081237793, -0.35616829991340637, 0.6111409664154053, -1.117118000984192, -1.7175533771514893, -2.676222324371338, -1.4361283779144287, 1.2772318124771118]	[-0.042159173637628555, -0.37579095363616943, 0.4959605038166046, 0.12958556413650513, 0.17290270328521729, -0.5217175483703613, -0.295350581407547, -0.595511257648468, -0.7958131432533264, -0.4356588125228882, -0.45812734961509705]	3
1026	[-0.09573262929916382, 1.6987953186035156, -0.5906224846839905, -2.075392246246338, -0.9568368196487427, -0.01293317973613739, -0.45183563232421875, -0.4832470715045929]	[0.33050838112831116, 2.691950798034668, 1.1065329313278198, -2.151794672012329, -2.120816230773926, 0.8868318796157837, -0.8698222041130066, 0.8536721467971802, -3.9902963638305664, 0.46950557827949524, -0.47696709632873535, 2.281515598297119, 0.2805662155151367, -3.6360204219818115, -1.937304973602295, 1.6646243333816528]	5.0	6.0	[-0.13379980623722076, 0.5833417177200317, 0.532124936580658, -1.2105565071105957, 1.007209300994873, 1.277994990348816, -1.066758632659912, -1.4653791189193726]	[0.7106595039367676, -0.5089391469955444, -0.6381356120109558, -0.36396709084510803, 0.540245532989502, -0.28959205746650696, 0.9131291508674622, -0.6693087220191956, -0.2534949481487274, -0.3634797930717468, -0.30497246980667114]	0
1027	[-0.544107973575592, -1.152034044265747, -0.7220853567123413, -0.5326287150382996, 1.6500651836395264, 0.260026752948761, 1.3022910356521606, -0.831956684589386]	[3.2796430587768555, -1.4070141315460205, -1.283541202545166, -0.6675266027450562, 3.881265878677368, 0.17406833171844482, -0.3152335584163666, 1.0481117963790894, 3.2269792556762695, -2.5217061042785645, 1.6740270853042603, 0.7247161865234375, -0.3768385350704193, 3.729337692260742, 2.710653305053711, -2.3096327781677246]	7.0	3.0	[-0.983056366443634, -0.7114772796630859, -1.5638487339019775, 0.15901802480220795, -0.7914142608642578, 0.5942591428756714, -0.8886798620223999, 1.0090564489364624]	[0.2616584897041321, -0.7193504571914673, -0.9451181292533875, 0.5379304885864258, 0.36681777238845825, -0.7957621812820435, -0.09425624459981918, -0.6463145613670349, -0.6256030797958374, -0.8057743310928345, -0.8509516716003418]	3
1028	[-0.8023762702941895, -0.044037818908691406, -1.5621700286865234, 0.876142680644989, -1.057267665863037, 0.49923935532569885, -1.1625863313674927, -0.8774986267089844]	[-0.7042269706726074, -0.758014440536499, -1.4618080854415894, -1.2258657217025757, 0.5105316638946533, 1.1007051467895508, -0.20847582817077637, 1.6976203918457031, -1.0447717905044556, -0.5790455341339111, -0.5875976085662842, 1.6338530778884888, 0.32508641481399536, 0.22779834270477295, -1.836858868598938, 0.5911502242088318]	6.0	0.0	[-0.6618407964706421, 0.04863392934203148, -0.07447215169668198, -0.51198810338974, -0.14356468617916107, 0.7440850734710693, 0.7588874101638794, -0.3344556391239166]	[2.0485329627990723, -0.6888208389282227, -0.6274721026420593, -0.7155790328979492, -0.7443351745605469, -0.5974978804588318, -0.8748180270195007, -0.7281253933906555, -0.925724446773529, -0.9421558380126953, -0.9989449381828308]	4
1029	[0.18498826026916504, 1.8962090015411377, -0.2666119337081909, -0.157716304063797, -0.912823498249054, 0.7326245307922363, 1.1286040544509888, -0.04038915038108826]	[0.2732989490032196, 1.9387176036834717, 1.633732557296753, 0.7089056968688965, 1.2001476287841797, 1.5044398307800293, -2.2568747997283936, 1.3022416830062866, -3.838047981262207, 0.029204487800598145, -0.31204283237457275, 0.4432087242603302, -0.6131686568260193, -2.897306203842163, -1.9972128868103027, 2.256649971008301]	0.0	3.0	[0.7559725642204285, -1.1129419803619385, 0.40453770756721497, -2.4861996173858643, -0.6868279576301575, 0.3732546865940094, -0.42835113406181335, -2.040098190307617]	[-0.8213381171226501, -0.5329921245574951, -0.698234498500824, 2.264897108078003, -0.8833039999008179, -0.9779651761054993, -0.35734304785728455, -0.9861952066421509, -0.8975355625152588, -1.1688628196716309, -0.9284231066703796]	0
1030	[-2.0499606132507324, 1.8220950365066528, 1.7676420211791992, -0.42141789197921753, -0.05100029706954956, 0.5092337727546692, -1.8357293605804443, 1.2299084663391113]	[-2.8393259048461914, 4.497150421142578, 1.8521347045898438, 0.09430572390556335, 0.24216338992118835, 0.6872892379760742, -0.5532258749008179, 0.27956992387771606, -3.41422438621521, 0.5122109055519104, -2.3327999114990234, -0.4901202917098999, -1.3199999332427979, -2.8973939418792725, -2.272146224975586, -0.7432168126106262]	0.0	4.0	[2.8131110668182373, 1.01798677444458, 2.0526273250579834, -0.3931482434272766, -0.6901884078979492, -0.21794773638248444, -1.9290047883987427, 0.23756533861160278]	[-0.6843282580375671, 0.30070722103118896, 0.052300915122032166, -0.5820640921592712, 1.37355637550354, 0.497661828994751, 0.8309621214866638, 0.3972552418708801, 0.28931981325149536, 0.338410884141922, 0.3461052179336548]	3
1031	[-0.5167022943496704, -0.4018527865409851, -0.7777321338653564, -0.364709734916687, 1.9118049144744873, 0.058031171560287476, 0.4873291254043579, 0.4086678624153137]	[1.820579171180725, -3.061558961868286, -1.8268287181854248, 0.6435695290565491, 1.8671395778656006, -2.3743462562561035, 0.26486390829086304, -0.40951013565063477, 3.0901405811309814, 0.16598689556121826, 2.33687424659729, 0.5666468143463135, 0.7162516713142395, 3.547914981842041, 0.9585344195365906, -0.6077864766120911]	7.0	4.0	[0.29464760422706604, 0.047839365899562836, -0.9754229187965393, -0.2754867672920227, -0.350420206785202, -0.15819397568702698, -1.0971859693527222, 1.616025447845459]	[-0.7271783947944641, -0.5582675933837891, -0.36824876070022583, -0.09396159648895264, 1.7210749387741089, -0.8609727621078491, -0.7984369397163391, -1.1068384647369385, -0.8537987470626831, -0.8376723527908325, -0.8690040707588196]	3
1032	[-0.1282966285943985, 0.002968728542327881, 0.45760971307754517, 0.3563670516014099, -0.9367881417274475, 0.9361440539360046, 0.2887841463088989, -0.3056570291519165]	[-1.4944568872451782, 2.5713815689086914, -0.30934134125709534, -0.45340484380722046, -0.24769891798496246, 0.3322693705558777, -0.30613821744918823, 0.033182911574840546, -1.8973478078842163, -1.0548878908157349, -1.21405827999115, 0.8115311861038208, -0.5764261484146118, -1.9770560264587402, -2.08219313621521, -0.15362000465393066]	0.0	0.0	[0.6539928317070007, -0.917321503162384, 0.4026453197002411, -0.9372325539588928, -0.68131023645401, -0.6635494232177734, 0.531307578086853, -1.27040696144104]	[0.6679046154022217, -0.6713621020317078, -0.8270483613014221, -0.19305455684661865, 0.3776625096797943, -0.3671266436576843, -0.0953013077378273, -0.6578606963157654, -0.4236123561859131, -0.6498159766197205, -0.5553114414215088]	0
1033	[0.5554817318916321, -0.2667258381843567, -0.2475658357143402, 0.26183491945266724, -1.0332891941070557, -0.10857534408569336, 0.18906748294830322, -0.9556730389595032]	[-0.7142132520675659, -0.033820658922195435, -1.565414547920227, 0.18465813994407654, 1.3247382640838623, 0.6438359022140503, -0.047629185020923615, 1.4218299388885498, -1.4292572736740112, 0.2244393229484558, -2.0252811908721924, 0.41114965081214905, -0.7519082427024841, -2.0025038719177246, -0.07480460405349731, 0.4173048734664917]	6.0	1.0	[-0.5804569721221924, -0.8594112992286682, -0.31080007553100586, -0.5119932889938354, 0.08482290804386139, -0.2363898754119873, 0.7127076387405396, -1.4219286441802979]	[-0.13462229073047638, 2.3551108837127686, -0.19438189268112183, -0.6997712254524231, 0.010735555551946163, 0.5654950737953186, -0.06809889525175095, 0.11094003915786743, 0.41782060265541077, 0.620798647403717, 0.7154663801193237]	1
1034	[0.10523172467947006, -0.45680201053619385, -1.1180925369262695, -0.1794625222682953, -1.0523197650909424, 0.05463981628417969, -4.379195690155029, -0.3030878007411957]	[0.6805153489112854, 2.530014991760254, 1.7855873107910156, -2.7323546409606934, -0.7040368914604187, 1.144083857536316, -0.7652045488357544, 0.11176246404647827, -1.329829216003418, 0.06887632608413696, -0.1357649564743042, 0.18989068269729614, -0.029162943363189697, 0.6449868083000183, -2.2441463470458984, 0.7592222690582275]	1.0	1.0	[0.27465009689331055, 2.4456095695495605, 1.172046184539795, 1.1712714433670044, 2.2986860275268555, 0.2271142303943634, 1.6841753721237183, 0.6037548780441284]	[0.06692972779273987, 1.1317230463027954, -0.7468367218971252, -0.42411190271377563, 0.5498791933059692, -0.013290614821016788, -0.44988685846328735, -0.32680970430374146, -0.3959729075431824, -0.155198335647583, -0.14364348351955414]	3
