	z_a	z_e	a	e	a_logits	e_logits	e_in
964	[2.048520803451538, -1.4228672981262207, 1.2056502103805542, -0.2209687978029251]	[4.897135257720947, -6.810283660888672, 7.3790178298950195, 9.91153621673584, -9.806673049926758, -9.525886535644531, -14.02066707611084, -2.964714288711548]	6.0	0.0	[-1.48656165599823, -1.6850663423538208, -1.5807918310165405, -1.3245254755020142, -1.0606443881988525, -1.933257818222046, 0.49991846084594727, -1.832332730293274]	[2.605635404586792, -0.9167698621749878, 0.5884864926338196, -0.4655323028564453, -0.7990456819534302, -0.5502811074256897, 0.429837167263031, 0.6412034630775452, 0.3995330035686493, 0.43827563524246216, 0.5752060413360596]	0
965	[1.1155112981796265, -1.3943438529968262, 1.8438714742660522, -0.21436405181884766]	[3.246286392211914, -3.3390588760375977, 7.267205238342285, 8.895271301269531, -8.443476676940918, -11.607633590698242, -13.30856704711914, -3.380004405975342]	6.0	0.0	[-0.8918565511703491, -0.9898256063461304, -0.9363413453102112, -1.3360539674758911, -0.8878405690193176, -0.9640942811965942, -0.04702192172408104, -1.5269659757614136]	[0.5761234760284424, 0.35947561264038086, -0.49587738513946533, -0.460414856672287, 0.3156444728374481, 0.20221833884716034, -0.010716811753809452, -0.10514986515045166, 0.06105221435427666, -0.13956883549690247, -0.10029660910367966]	4
966	[0.8630595207214355, -1.5491795539855957, 1.9618651866912842, 0.5669194459915161]	[2.9922850131988525, -2.8368191719055176, 5.9764299392700195, 8.351462364196777, -8.632641792297363, -11.304279327392578, -10.956742286682129, -1.7546926736831665]	6.0	0.0	[-1.096552848815918, -1.2204347848892212, -1.2376655340194702, -1.1966270208358765, -1.1395325660705566, -0.8899397253990173, -0.20383204519748688, -1.097366452217102]	[0.47404924035072327, -0.7410560846328735, 0.026972400024533272, -1.0289790630340576, -0.6536458134651184, -1.0482743978500366, -0.8882130980491638, -1.1355680227279663, -0.9190628528594971, -0.5757270455360413, -1.0373308658599854]	2
967	[0.975972056388855, 0.3578190207481384, 2.0409023761749268, -0.6331131458282471]	[3.8314225673675537, -5.656634330749512, 8.279702186584473, 10.350831985473633, -9.68836784362793, -12.056009292602539, -11.613862991333008, -3.1308979988098145]	6.0	1.0	[-0.19782721996307373, 0.22459261119365692, 0.08238860964775085, -0.4662577211856842, 0.2528068721294403, 0.23779553174972534, 0.3957136273384094, -1.000740885734558]	[-0.27064353227615356, 2.2727115154266357, 0.24029968678951263, -0.3652399182319641, 0.5300417542457581, 1.8465301990509033, 1.2794286012649536, 1.4018923044204712, 1.2792915105819702, 1.254604458808899, 1.2836594581604004]	0
968	[1.4228951930999756, 0.9991674423217773, 1.8355299234390259, -0.8730114698410034]	[2.9672141075134277, -5.540916919708252, 7.482303619384766, 9.100027084350586, -8.288898468017578, -8.535238265991211, -9.787703514099121, -2.793656349182129]	6.0	1.0	[-0.23413346707820892, 0.3558272421360016, 0.16294264793395996, -0.161097913980484, 0.6182661652565002, 0.21213635802268982, 0.8580095171928406, -1.0200116634368896]	[-0.1061592772603035, 3.611926317214966, 1.2095654010772705, -0.8629103302955627, -0.3743523061275482, 1.417999029159546, 1.0293917655944824, 1.316037893295288, 0.9743223190307617, 1.3932325839996338, 1.2092688083648682]	1
969	[0.6390539407730103, 1.4743599891662598, 1.3074005842208862, 1.1986167430877686]	[2.237151622772217, -0.9767674207687378, 5.936904430389404, 11.454580307006836, -10.643062591552734, -13.274490356445312, -13.014871597290039, -3.271143913269043]	3.0	3.0	[-0.2970099449157715, 0.06188545003533363, -0.23222151398658752, 0.7603427171707153, 0.31960082054138184, 0.48739883303642273, 0.5174190402030945, 0.6952119469642639]	[-1.4239829778671265, -0.32557693123817444, -1.7978976964950562, 0.5501229166984558, -0.14447593688964844, -1.4224799871444702, -1.171407699584961, -1.4572399854660034, -1.2859936952590942, -1.0837944746017456, -1.4373095035552979]	4
970	[0.8206101655960083, 2.152155637741089, 1.708484172821045, -1.2869384288787842]	[2.248969316482544, -7.442045211791992, 8.104329109191895, 6.887397766113281, -9.828682899475098, -8.757451057434082, -11.639969825744629, -3.1970009803771973]	1.0	0.0	[0.7250133752822876, 1.4347361326217651, 1.2353945970535278, 0.38490864634513855, 1.389431357383728, 1.1901296377182007, 0.751754105091095, -0.469801664352417]	[3.093423843383789, -0.7617475390434265, 0.41885805130004883, -0.8128495216369629, -1.438989281654358, -0.5752224922180176, 1.1215242147445679, 0.8776736855506897, 0.6895820498466492, 0.6368764042854309, 0.7003140449523926]	0
971	[0.20234310626983643, -0.2814067602157593, -0.22741112112998962, 2.7593626976013184]	[3.6455039978027344, 0.7577383518218994, 5.088670253753662, 7.031704902648926, -7.145345211029053, -9.094813346862793, -10.603423118591309, -4.142833709716797]	7.0	0.0	[-0.775221049785614, -1.6327173709869385, -1.5120970010757446, 0.30084332823753357, -1.3028457164764404, -1.217118501663208, -0.4405879080295563, 1.2709850072860718]	[0.6583471894264221, -0.7629213929176331, 0.13112948834896088, -0.38930609822273254, -0.7963905334472656, -1.5693846940994263, -0.9689645171165466, -0.8943295478820801, -1.1825792789459229, -1.3094189167022705, -1.2756993770599365]	0
972	[1.0011316537857056, 0.9711580276489258, 2.1751816272735596, -0.5105528235435486]	[3.983551263809204, -6.611433506011963, 8.06844711303711, 13.245104789733887, -9.235345840454102, -12.265380859375, -11.110970497131348, -4.2715253829956055]	6.0	2.0	[-0.14036451280117035, 0.5137994289398193, 0.2508755922317505, -0.08499269932508469, 0.5908063650131226, 0.6259778738021851, 0.6278297901153564, -0.7226952314376831]	[-0.06328346580266953, 0.1744016706943512, 1.4458720684051514, -0.41276687383651733, 1.2321065664291382, 0.630003809928894, 0.9113109111785889, 0.5643724799156189, 0.7409121990203857, 0.8734405636787415, 0.6939494013786316]	4
973	[0.5999431610107422, -1.2059203386306763, 1.1474602222442627, -0.05947180092334747]	[3.5116841793060303, -3.3894786834716797, 6.887131690979004, 11.649599075317383, -9.552711486816406, -13.27715015411377, -12.283699035644531, -3.611250400543213]	0.0	0.0	[-0.376505970954895, -0.8386969566345215, -0.6230190992355347, -1.143982172012329, -0.9075348973274231, -0.9469863176345825, -0.43343010544776917, -1.0070916414260864]	[1.040799617767334, 0.04716922342777252, 0.04218435287475586, -0.17781971395015717, 0.008583160117268562, 0.09073156118392944, 0.5801244974136353, 0.4236617982387543, 0.2762448191642761, 0.13252867758274078, 0.4334873855113983]	2
974	[1.003242015838623, -0.49183768033981323, 1.605694055557251, -1.3021881580352783]	[3.612942695617676, -6.738399505615234, 8.230159759521484, 9.678467750549316, -9.19998836517334, -10.55624008178711, -13.133328437805176, -3.3767120838165283]	2.0	2.0	[-0.061161208897829056, -0.0678464025259018, 0.06218161806464195, -1.130940318107605, -0.13417533040046692, -0.43870654702186584, 0.051090437918901443, -1.6236530542373657]	[0.12059774249792099, 0.8786523938179016, 1.5732699632644653, 0.2927492558956146, 0.57673579454422, 1.1371289491653442, 1.2530086040496826, 1.183880090713501, 0.9529171586036682, 1.1646440029144287, 1.2307616472244263]	0
975	[0.16865208745002747, 1.8294446468353271, 2.27557110786438, -1.6034083366394043]	[2.3933300971984863, -7.40220308303833, 7.7942423820495605, 9.29641342163086, -7.717184066772461, -9.203125, -10.193404197692871, -3.069749116897583]	1.0	0.0	[1.1674182415008545, 1.90367591381073, 1.720920443534851, 0.07818462699651718, 1.4171512126922607, 1.775681972503662, 0.26124221086502075, -0.5864007472991943]	[2.482764959335327, -0.6870542764663696, 2.162360191345215, -0.5407797694206238, -1.6012574434280396, -0.010496768169105053, 0.8320176005363464, 0.9909471273422241, 0.734692394733429, 0.7878791093826294, 0.7017897367477417]	0
976	[1.5018534660339355, 0.37347668409347534, 2.2808775901794434, -0.13521936535835266]	[2.289250373840332, -4.458684921264648, 8.036725997924805, 10.301478385925293, -10.28882884979248, -11.66492748260498, -14.939117431640625, -2.5830698013305664]	6.0	0.0	[-0.8593696355819702, -0.20753000676631927, -0.5127891898155212, -0.3226874768733978, 0.14656224846839905, 0.008993294090032578, 0.8289117813110352, -1.0159220695495605]	[1.701581358909607, -1.368382215499878, 0.2520557641983032, -0.5764524340629578, -0.9524340629577637, -0.912168025970459, -0.10215570777654648, -0.08895397931337357, -0.0970555767416954, -0.30202195048332214, -0.2091410756111145]	0
977	[-1.6734533309936523, -0.9142823219299316, -0.2560069262981415, -0.9747671484947205]	[3.5817935466766357, -6.200652122497559, 8.633111953735352, 9.352677345275879, -8.403877258300781, -8.402381896972656, -11.862105369567871, -3.2450780868530273]	0.0	2.0	[2.115504503250122, 0.6176887154579163, 1.433194637298584, -1.170021414756775, -0.6181977391242981, -0.07623902708292007, -2.1696808338165283, -0.08371283113956451]	[0.027226613834500313, 1.5390125513076782, 1.7398827075958252, -0.24619999527931213, -0.18259300291538239, 1.106224775314331, 1.1562477350234985, 0.8800634741783142, 0.8877537250518799, 1.298738718032837, 1.048477053642273]	1
978	[0.985578179359436, -1.506437063217163, 1.8745297193527222, -0.5347568988800049]	[2.2080202102661133, -6.641584873199463, 9.98292064666748, 11.651609420776367, -8.742002487182617, -10.924893379211426, -14.61803913116455, -4.2008209228515625]	6.0	2.0	[-0.688916027545929, -0.8361005783081055, -0.7262172102928162, -1.497209072113037, -0.8580912947654724, -0.8986480236053467, -0.18704332411289215, -1.6870253086090088]	[0.19862385094165802, 0.22183087468147278, 1.4946585893630981, 0.678439199924469, 0.2702392041683197, 0.7298548817634583, 0.9129550457000732, 0.9172934889793396, 0.8206056356430054, 0.8064393997192383, 0.956708550453186]	4
979	[1.0415045022964478, 0.9905140995979309, 1.4456297159194946, 0.7541366815567017]	[2.5619497299194336, -2.3517019748687744, 6.484206676483154, 10.915057182312012, -10.41819953918457, -11.163418769836426, -12.772358894348145, -2.773651361465454]	6.0	3.0	[-0.5655920505523682, -0.19989460706710815, -0.4542413651943207, 0.341598242521286, 0.1581277847290039, 0.08446595817804337, 0.6387782692909241, 0.06195776164531708]	[-0.438978910446167, -0.36040493845939636, -0.6987296342849731, 0.5215870141983032, 0.2391003519296646, -0.0070664966478943825, -0.22396835684776306, -0.3451445996761322, -0.30400997400283813, -0.25337108969688416, -0.3799915611743927]	3
980	[0.8858482837677002, 1.132346510887146, 1.8797459602355957, -1.0511739253997803]	[4.058835983276367, -6.504267692565918, 8.789316177368164, 12.662651062011719, -10.00629997253418, -11.396020889282227, -13.722980499267578, -2.7569355964660645]	1.0	4.0	[0.2801244854927063, 0.8113172054290771, 0.6660557985305786, -0.13844867050647736, 0.7761157155036926, 0.6650302410125732, 0.5224878787994385, -0.828196108341217]	[-0.2176932990550995, -0.21840329468250275, -0.749572217464447, 0.355929434299469, 2.0749223232269287, 0.8693335652351379, 0.7447961568832397, 0.6753613948822021, 0.6868128180503845, 0.6831371188163757, 0.8080779910087585]	3
981	[1.050349473953247, 2.546194553375244, 1.1705418825149536, -0.14643439650535583]	[3.2382540702819824, -4.884140491485596, 7.603936195373535, 10.723408699035645, -8.719924926757812, -12.463333129882812, -13.238032341003418, -4.626494407653809]	4.0	2.0	[0.2650933265686035, 0.9089988470077515, 0.6260247826576233, 0.9786772131919861, 1.2221593856811523, 0.8558600544929504, 1.0277185440063477, 0.2835995554924011]	[0.967028021812439, -0.5000307559967041, 1.6750667095184326, -0.4941188395023346, -0.007406755816191435, -0.44982704520225525, 0.6873709559440613, 0.30426907539367676, 0.32577815651893616, 0.2634895145893097, 0.2813987135887146]	4
982	[1.2463222742080688, 0.2556040287017822, 1.6916072368621826, -0.7238510847091675]	[2.987060308456421, -5.30029821395874, 8.167272567749023, 10.088172912597656, -9.327028274536133, -11.495611190795898, -13.988639831542969, -3.551974296569824]	6.0	0.0	[-0.32331690192222595, -0.030334124341607094, -0.100400909781456, -0.5348275899887085, 0.1444852501153946, -0.1811850368976593, 0.49682870507240295, -1.1420536041259766]	[1.4744043350219727, -0.49518468976020813, 1.3739840984344482, -0.19303907454013824, 0.05348532646894455, 0.41590416431427, 0.917829155921936, 1.0899158716201782, 0.8856284022331238, 0.7172910571098328, 0.9725996851921082]	2
983	[1.076655626296997, 2.8835206031799316, 1.8387186527252197, -1.0278208255767822]	[3.608699321746826, -7.050234317779541, 6.712932586669922, 11.467239379882812, -9.710079193115234, -11.075374603271484, -13.155699729919434, -2.3302035331726074]	4.0	0.0	[0.5772503614425659, 1.5987398624420166, 1.2266793251037598, 0.8740816712379456, 1.746354341506958, 1.4835269451141357, 1.1877654790878296, -0.17417028546333313]	[2.0075926780700684, -0.5269268751144409, 1.5051934719085693, -0.5960322618484497, -0.22719335556030273, 0.35197675228118896, 0.9948393702507019, 0.8117366433143616, 0.4985847771167755, 0.5103219747543335, 0.5307152271270752]	0
984	[-0.9864305853843689, -0.8669337034225464, -2.5333826541900635, 0.5541383028030396]	[1.8837037086486816, -4.287143230438232, 6.561734199523926, 9.243328094482422, -9.230154037475586, -10.175311088562012, -11.435704231262207, -2.154110908508301]	0.0	10.0	[1.3936816453933716, -0.9384638667106628, 0.12525847554206848, -0.5705701112747192, -1.395820140838623, -1.9191064834594727, -1.9027132987976074, 0.8608385324478149]	[0.7645922899246216, 0.4624134600162506, 0.8298501968383789, 0.5666552186012268, 0.5295640230178833, 0.9210103750228882, 0.9744457602500916, 0.7074791789054871, 0.8065162897109985, 0.8539507389068604, 1.0021148920059204]	4
985	[1.0621843338012695, 0.6254643201828003, 1.5087579488754272, 1.0228818655014038]	[3.3405959606170654, -1.8651785850524902, 5.843728065490723, 9.110247611999512, -11.673681259155273, -10.408024787902832, -14.694075584411621, -5.090577125549316]	6.0	0.0	[-0.8023989200592041, -0.4968322217464447, -0.7529470324516296, 0.20925863087177277, -0.10757535696029663, -0.11667323857545853, 0.5666403770446777, 0.02984190545976162]	[0.1348416656255722, -0.7771390676498413, -0.9825266599655151, -0.00053338025463745, -0.5536308884620667, -1.136207938194275, -0.7553343176841736, -1.0031970739364624, -0.8965725302696228, -0.8923916220664978, -0.989105761051178]	3
986	[0.1124069020152092, 1.576265573501587, 1.3783146142959595, -0.8214495182037354]	[2.7627525329589844, -7.936081886291504, 7.603991985321045, 7.881970405578613, -8.602821350097656, -11.324542999267578, -13.445929527282715, -2.268282651901245]	1.0	0.0	[0.9877887964248657, 1.2585337162017822, 1.2187831401824951, 0.21326471865177155, 0.9293124079704285, 1.0907044410705566, 0.06808514147996902, -0.08814335614442825]	[2.2059032917022705, -0.768290638923645, 0.44920915365219116, -0.20367468893527985, -1.3104772567749023, -0.07067114114761353, 0.5341606140136719, 0.7479826807975769, 0.5335707664489746, 0.3620623052120209, 0.8312553763389587]	0
987	[1.5709336996078491, 0.520824670791626, 1.845603585243225, -0.3940199315547943]	[2.7315731048583984, -6.983163356781006, 7.772403240203857, 10.242737770080566, -10.385700225830078, -10.712664604187012, -13.616751670837402, -2.6543097496032715]	6.0	4.0	[-0.6774709224700928, -0.17140550911426544, -0.3772146999835968, -0.29325878620147705, 0.21919260919094086, -0.18026353418827057, 0.8449069261550903, -1.0360603332519531]	[-1.254165768623352, -0.6918097138404846, -1.1435463428497314, 1.3593555688858032, 1.5961878299713135, 0.18330521881580353, 0.4464951455593109, 0.28041452169418335, 0.510204553604126, 0.5351550579071045, 0.6633743047714233]	4
988	[0.778037428855896, 2.9045562744140625, 2.393662214279175, 0.3771169185638428]	[2.9711949825286865, -3.3661248683929443, 5.492208003997803, 9.857869148254395, -8.637002944946289, -10.370834350585938, -11.41375732421875, -1.546201229095459]	5.0	3.0	[0.09812981635332108, 1.338440179824829, 0.7124994993209839, 1.278262972831726, 1.5121732950210571, 1.8799611330032349, 1.153072476387024, 0.5864148139953613]	[-1.0460269451141357, -0.8213610649108887, -1.6725828647613525, 1.561261773109436, 0.27925771474838257, -0.817568838596344, -0.027374420315027237, -0.5600548982620239, -0.46011582016944885, -0.01139439269900322, -0.2483171671628952]	6
989	[0.6272629499435425, -0.28613150119781494, 1.2398260831832886, 1.5372477769851685]	[3.728337287902832, -1.5601801872253418, 4.9802632331848145, 10.055096626281738, -10.874859809875488, -11.236285209655762, -11.592174530029297, -2.389498233795166]	7.0	3.0	[-0.8681144714355469, -1.0067230463027954, -1.1082018613815308, -0.14435310661792755, -0.7755152583122253, -0.5425790548324585, -0.019454332068562508, 0.16621504724025726]	[0.24584858119487762, -0.9555572271347046, -1.041502833366394, 0.6762115955352783, -0.47106048464775085, -1.0767046213150024, -0.4677114486694336, -0.9938210844993591, -1.035442590713501, -0.8393282294273376, -0.9814675450325012]	4
990	[0.4956107437610626, 2.5484328269958496, 1.2358918190002441, 2.4458835124969482]	[3.655792713165283, -0.6616833209991455, 4.829228401184082, 7.35451602935791, -10.903446197509766, -12.10274887084961, -10.756887435913086, -2.263597249984741]	7.0	3.0	[-0.43550556898117065, 0.17314942181110382, -0.3645439147949219, 1.7530637979507446, 0.6096941828727722, 1.020872712135315, 0.8158993721008301, 1.8582810163497925]	[-1.413892149925232, -0.14376135170459747, -0.7628879547119141, 1.235807180404663, -0.694425642490387, -0.9792464971542358, -0.7534372210502625, -0.818142294883728, -1.0255461931228638, -0.8515917062759399, -0.9059461951255798]	3
