
/disk/junlin/EmoSp/bart-our/-LIGHT-TRANS4/all_loss0.6_0.2_0.2_kl-lr_2e-05-Emoin-nopp-empp-ensitu-vae-mvae256-wo_comet-vad-0.3124_II
vocab size = 50265
Some weights of BartForConditionalGeneration were not initialized from the model checkpoint at facebook/bart-base and are newly initialized: ['encoder.layers.0.attn_layer_norm_comet.weight', 'encoder.layers.0.attn_layer_norm_comet.bias', 'encoder.layers.1.attn_layer_norm_comet.weight', 'encoder.layers.1.attn_layer_norm_comet.bias', 'encoder.layers.2.attn_layer_norm_comet.weight', 'encoder.layers.2.attn_layer_norm_comet.bias', 'encoder.layers.3.attn_layer_norm_comet.weight', 'encoder.layers.3.attn_layer_norm_comet.bias', 'encoder.layers.4.attn_layer_norm_comet.weight', 'encoder.layers.4.attn_layer_norm_comet.bias', 'encoder.layers.5.attn_layer_norm_comet.weight', 'encoder.layers.5.attn_layer_norm_comet.bias', 'encoder.layers.5.muAttn.k_proj.weight', 'encoder.layers.5.muAttn.k_proj.bias', 'encoder.layers.5.muAttn.v_proj.weight', 'encoder.layers.5.muAttn.v_proj.bias', 'encoder.layers.5.muAttn.q_proj.weight', 'encoder.layers.5.muAttn.q_proj.bias', 'encoder.layers.5.muAttn.out_proj.weight', 'encoder.layers.5.muAttn.out_proj.bias', 'encoder.emotion_head.weight', 'encoder.emotion_head.bias', 'encoder.batchNorm_emotion.weight', 'encoder.batchNorm_emotion.bias', 'encoder.batchNorm_emotion.running_mean', 'encoder.batchNorm_emotion.running_var', 'encoder.batchNorm_strategy.weight', 'encoder.batchNorm_strategy.bias', 'encoder.batchNorm_strategy.running_mean', 'encoder.batchNorm_strategy.running_var', 'encoder.strategy_embedding.weight', 'encoder.multi_state_LayerNorm.weight', 'encoder.multi_state_LayerNorm.bias', 'encoder.strategy_head.weight', 'encoder.strategy_head.bias', 'encoder.trans_mat.emotion_embedding.weight', 'encoder.trans_mat.h_prior_emo.weight', 'encoder.trans_mat.h_prior_emo.bias', 'encoder.trans_mat.h_prior_strat.weight', 'encoder.trans_mat.h_prior_strat.bias', 'encoder.trans_mat.mu_prior.weight', 'encoder.trans_mat.mu_prior.bias', 'encoder.trans_mat.logvar_prior.weight', 'encoder.trans_mat.logvar_prior.bias', 'encoder.trans_mat.Dense_z_prior.weight', 'encoder.trans_mat.Dense_z_prior.bias', 'encoder.trans_mat.h_posterior_emo.weight', 'encoder.trans_mat.h_posterior_emo.bias', 'encoder.trans_mat.h_posterior_strat.weight', 'encoder.trans_mat.h_posterior_strat.bias', 'encoder.trans_mat.mu_posterior.weight', 'encoder.trans_mat.mu_posterior.bias', 'encoder.trans_mat.logvar_posterior.weight', 'encoder.trans_mat.logvar_posterior.bias', 'encoder.strat_cat_attn.V', 'encoder.strat_cat_attn.W.weight', 'encoder.emo_cat_attn.V', 'encoder.emo_cat_attn.W.weight', 'decoder.layers.0.encoder_attn_layer_norm_strategy.weight', 'decoder.layers.0.encoder_attn_layer_norm_strategy.bias', 'decoder.layers.0.encoder_attn_layer_norm_comet.weight', 'decoder.layers.0.encoder_attn_layer_norm_comet.bias', 'decoder.layers.0.encoder_attn_layer_norm_total.weight', 'decoder.layers.0.encoder_attn_layer_norm_total.bias', 'decoder.layers.1.encoder_attn_layer_norm_strategy.weight', 'decoder.layers.1.encoder_attn_layer_norm_strategy.bias', 'decoder.layers.1.encoder_attn_layer_norm_comet.weight', 'decoder.layers.1.encoder_attn_layer_norm_comet.bias', 'decoder.layers.1.encoder_attn_layer_norm_total.weight', 'decoder.layers.1.encoder_attn_layer_norm_total.bias', 'decoder.layers.2.encoder_attn_layer_norm_strategy.weight', 'decoder.layers.2.encoder_attn_layer_norm_strategy.bias', 'decoder.layers.2.encoder_attn_layer_norm_comet.weight', 'decoder.layers.2.encoder_attn_layer_norm_comet.bias', 'decoder.layers.2.encoder_attn_layer_norm_total.weight', 'decoder.layers.2.encoder_attn_layer_norm_total.bias', 'decoder.layers.3.encoder_attn_layer_norm_strategy.weight', 'decoder.layers.3.encoder_attn_layer_norm_strategy.bias', 'decoder.layers.3.encoder_attn_layer_norm_comet.weight', 'decoder.layers.3.encoder_attn_layer_norm_comet.bias', 'decoder.layers.3.encoder_attn_layer_norm_total.weight', 'decoder.layers.3.encoder_attn_layer_norm_total.bias', 'decoder.layers.4.encoder_attn_layer_norm_strategy.weight', 'decoder.layers.4.encoder_attn_layer_norm_strategy.bias', 'decoder.layers.4.encoder_attn_layer_norm_comet.weight', 'decoder.layers.4.encoder_attn_layer_norm_comet.bias', 'decoder.layers.4.encoder_attn_layer_norm_total.weight', 'decoder.layers.4.encoder_attn_layer_norm_total.bias', 'decoder.layers.5.encoder_attn_layer_norm_strategy.weight', 'decoder.layers.5.encoder_attn_layer_norm_strategy.bias', 'decoder.layers.5.encoder_attn_layer_norm_comet.weight', 'decoder.layers.5.encoder_attn_layer_norm_comet.bias', 'decoder.layers.5.encoder_attn_layer_norm_total.weight', 'decoder.layers.5.encoder_attn_layer_norm_total.bias', 'fuse_st_emo.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
  0%|                                                                                                                                          | 0/510 [00:00<?, ?it/s]
without comet
I understand, but I think you can do it. It' s a good idea to take some time to yourself and get your mind off of things.

Testing:  52%|████████████████████████████████████████████████████████████▍                                                        | 1186/2295 [05:33<06:11,  2.98it/s]
I can understand how you feel. I lost my husband a few years ago and I am sure he was not aware of the situation. I know it is hard to be suspicious when someone is involved in something like that, but I know you can do it!
{'ref strategy': '[Others]', 'hyp strategy': '[Affirmation and Reassurance]'}
I can understand how that would be frustrating. I have had romantic feelings for a friend before but they never reciprocated.
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Restatement or Paraphrasing]'}
I know it' s hard to do, but I think you can do it!
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Self-disclosure]'}
I know it is hard to feel like you are alone, but I know you can do it.
{'ref strategy': '[Question]', 'hyp strategy': '[Providing Suggestions or Information]'}
I can understand how you feel. I have been in depression myself and it is very difficult to get out of it.
{'ref strategy': '[Self-disclosure]', 'hyp strategy': '[Self-disclosure]'}
I can understand how you are feeling. I have been in the same situation and it is really hard to get out of the house.

Testing:  52%|████████████████████████████████████████████████████████████▊                                                        | 1192/2295 [05:34<04:31,  4.06it/s]
I can understand that. I have been in a similar situation myself. I had to move away from my parents and it was very difficult. I' m sure you will be able to get through this!
{'ref strategy': '[Self-disclosure]', 'hyp strategy': '[Reflection of feelings]'}
I think youre doing great!
{'ref strategy': '[Others]', 'hyp strategy': '[Greeting]'}
Hello, how are you doing today?
{'ref strategy': '[Greeting]', 'hyp strategy': '[Question]'}
I' ve been in that situation myself. I' ve tried to save up for a house and move out, but it really does take time. I think you' re doing the right thing by staying in the house and trying to make money.
{'ref strategy': '[Self-disclosure]', 'hyp strategy': '[Providing Suggestions or Information]'}
i' m glad to hear that. i hope you have a great day!
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
Well i would call a helpline and see if they can help you.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
I can understand how you are feeling. I have had to wait for a minimum of 100 to meet my minimum charge.
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Question]'}
You' re welcome.
{'ref strategy': '[Others]', 'hyp strategy': '[Greeting]'}
You too!
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Greeting]'}
Hello, how are you doing today?

Testing:  52%|█████████████████████████████████████████████████████████████▏                                                       | 1201/2295 [05:37<04:36,  3.96it/s]
I think that you should try to talk to him about it and see if he will be receptive.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Affirmation and Reassurance]'}
I am sorry to hear that. I have been in a relationship with someone who is lying and I know how hard it can be to get past it.
{'ref strategy': '[Question]', 'hyp strategy': '[Providing Suggestions or Information]'}
I think that you are doing the right thing by talking to him. I think that it is a very good thing to do.
{'ref strategy': '[Question]', 'hyp strategy': '[Affirmation and Reassurance]'}
you can do it.
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Greeting]'}
I think that it' s important to remember that you are not alone in this. It' s a hard time to be in a relationship, but you can do it.
{'ref strategy': '[Question]', 'hyp strategy': '[Providing Suggestions or Information]'}
I can understand how you feel. I have lost a close friend and it is hard to talk to people who are close to me.

Testing:  53%|█████████████████████████████████████████████████████████████▌                                                       | 1208/2295 [05:39<05:13,  3.47it/s]
I' m glad to hear that. I hope that you have a great holiday season!
{'ref strategy': '[Question]', 'hyp strategy': '[Affirmation and Reassurance]'}
I' m sorry to hear that. I' ve been in that position before. Have you tried looking for a job?
{'ref strategy': '[Question]', 'hyp strategy': '[Restatement or Paraphrasing]'}
Perhaps you can try to find a job that pays well, and you can start with something that pays better.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
I would suggest you seek professional help. I have a friend that is a lawyer.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
I can understand how you are feeling. I have had similar issues myself. I know it is hard to get sleep at night.
{'ref strategy': '[Restatement or Paraphrasing]', 'hyp strategy': '[Restatement or Paraphrasing]'}
I' m sorry to hear that. I lost my books when I was in school.
{'ref strategy': '[Restatement or Paraphrasing]', 'hyp strategy': '[Restatement or Paraphrasing]'}
I am sorry to hear that. I have been in a relationship with a man who is lying.

Testing:  53%|██████████████████████████████████████████████████████████████                                                       | 1217/2295 [05:41<03:16,  5.49it/s]
I think you should tell them that you are handsome and that you don' t want to be bullied.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Greeting]'}
I' m sorry to hear that. What are your job chances?
{'ref strategy': '[Question]', 'hyp strategy': '[Question]'}
I think it would be great to have someone to talk to.
{'ref strategy': '[Question]', 'hyp strategy': '[Providing Suggestions or Information]'}
I am sorry to hear that. What happened?
{'ref strategy': '[Question]', 'hyp strategy': '[Question]'}
oh i am in New York.
{'ref strategy': '[Question]', 'hyp strategy': '[Self-disclosure]'}
I think that you are very welcome. I hope that I have been able to be of some help to you.
{'ref strategy': '[Others]', 'hyp strategy': '[Providing Suggestions or Information]'}
I am sorry to hear that. I have been in a similar situation myself.
{'ref strategy': '[Restatement or Paraphrasing]', 'hyp strategy': '[Restatement or Paraphrasing]'}
I think that there are a lot of charities out there that will help you get through this. I think that you should consider going to one of them too!
{'ref strategy': '[Others]', 'hyp strategy': '[Providing Suggestions or Information]'}
I can see how that would be difficult for you. Have you tried talking to a professional about your feelings?

Testing:  53%|██████████████████████████████████████████████████████████████▎                                                      | 1223/2295 [05:43<05:57,  3.00it/s]
I was in a trade school and I had to take a lot of classes to get my degree. I also took a lot to get into the field of medicine. I was very interested in getting a job that would pay well for me.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Self-disclosure]'}
I think that it is a good idea to take the initiative and try to get things out into the open.
{'ref strategy': '[Question]', 'hyp strategy': '[Providing Suggestions or Information]'}
I' m doing well. What' s going on?
{'ref strategy': '[Question]', 'hyp strategy': '[Question]'}
I think you need to start looking for a girlfriend now.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Self-disclosure]'}
I am a freelance writer.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Others]'}
You' re welcome! I hope you feel a bit better soon.
{'ref strategy': '[Greeting]', 'hyp strategy': '[Greeting]'}
I know its hard to get through this but I know you can do it.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
I can understand how that would be difficult. I have been in the same situation myself and it is very hard to get out of bed at night.

Testing:  54%|██████████████████████████████████████████████████████████████▊                                                      | 1232/2295 [05:45<05:16,  3.36it/s]
I' m sorry to hear that. I' ve been in the same situation myself.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Restatement or Paraphrasing]'}
I can understand how you feel. I have been in the same situation and it is very hard to get out of bed.
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Self-disclosure]'}
it is a very difficult time to be in a relationship. I know you are going through a lot and it is hard to move on from this.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Affirmation and Reassurance]'}
I think that would be a great way to communicate with your family. I think that it would be great for you to talk about your feelings with them.
{'ref strategy': '[Others]', 'hyp strategy': '[Affirmation and Reassurance]'}
I am glad that I could help.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Greeting]'}
oh wow, that' s hard. I' m sure you can get through this.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Affirmation and Reassurance]'}
I am here to help you. I am glad to hear that you are doing well.

Testing:  54%|███████████████████████████████████████████████████████████████▏                                                     | 1240/2295 [05:47<04:24,  3.99it/s]
I think you should talk to her first, I know it can be hard but I think you can do it!
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Self-disclosure]'}
i think you should get a new haircut! i bet you will be happy with it!
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
I' m in a similar situation.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Question]'}
I am glad to hear that, i know it is hard to get things done but i think you will be able to do it.
{'ref strategy': '[Others]', 'hyp strategy': '[Greeting]'}
I am sorry to hear that. What is going on with you?
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Question]'}
I think it is a good idea to talk to people about it and try to get some closure.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
I can understand how you feel. I lost a cat a few years ago and it was very painful. I know how hard it is to move on from that.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Reflection of feelings]'}
I am sorry to hear that. I am sorry that you are going through this. Do you have any friends or family that you can talk to?

Testing:  54%|███████████████████████████████████████████████████████████████▌                                                     | 1246/2295 [05:49<05:23,  3.25it/s]
I can understand how you are feeling. I have had to deal with my son being angry and upset and i know how hard it is to be there for him.
{'ref strategy': '[Question]', 'hyp strategy': '[Providing Suggestions or Information]'}
